,code,text,label
307426,43685-7,"If swallowed, get medical help or contact Poison Control Center immediately.",0
311699,43685-7,"Hyperkalemia: In patients with impaired mechanisms for excreting potassium, Urocit®-K administration can produce hyperkalemia and cardiac arrest.",0
311700,43685-7,Potentially fatal hyperkalemia can develop rapidly and be asymptomatic.,0
311701,43685-7,"The use of Urocit®-K in patients with chronic renal failure, or any other condition which impairs potassium excretion such as severe myocardial damage or heart failure, should be avoided (5.1) Gastrointestinal lesions: if there is severe vomiting, abdominal pain or gastrointestinal bleeding, Urocit®-K should be discontinued immediately and the possibility of bowel perforation or obstruction investigated (5.2)",0
312540,43685-7,Coadministration of aprepitant with warfarin (a CYP2C9 substrate) may result in a clinically significant decrease in International Normalized Ratio (INR) of prothrombin time.,0
312541,43685-7,(5.2) The efficacy of hormonal contraceptives during and for 28 days following the last dose of EMEND may be reduced.,0
312542,43685-7,Alternative or back-up methods of contraception should be used.,0
312543,43685-7,"(5.3, 7.1) EMEND is a dose-dependent inhibitor of CYP3A4, and should be used with caution in patients receiving concomitant medications that are primarily metabolized through CYP3A4.",0
312544,43685-7,(5.1) Caution should be exercised when administered in patients with severe hepatic impairment.,0
312545,43685-7,"(2.5, 5.4, 12.3)",0
315948,43685-7,"Risk of Medication Errors: Use caution when prescribing, dispensing, and administering to avoid dosing errors due to confusion between different concentrations and between mg and mL, which could result in accidental overdose and death.",0
315949,43685-7,"(5.1) Respiratory depression: Increased risk in elderly, debilitated patients, those suffering from conditions accompanied by hypoxia, hypercapnia, or upper airway obstruction.",0
315950,43685-7,(5.2) Controlled substance: Morphine sulfate is a Schedule II controlled substance with an abuse liability similar to other opioids.,0
315951,43685-7,"(5.3) CNS effects: Additive CNS depressive effects when used in conjunction with alcohol, other opioids, or illicit drugs.",0
315952,43685-7,"(5.4) Elevation of intracranial pressure: May be markedly exaggerated in the presence of head injury, other intracranial lesions.",0
315953,43685-7,(5.5) Hypotensive effect: Increased risk with compromised ability to maintain blood pressure.,0
315954,43685-7,"(5.6) Prolonged gastric obstruction: In patients with gastrointestinal obstruction, especially paralytic ileus.",0
315955,43685-7,(5.7) Sphincter of Oddi spasm and diminished biliary/pancreatic secretions.,0
315956,43685-7,Increased risk with biliary tract disease.,0
315957,43685-7,"(5.8) Special Risk Groups: Use with caution and in reduced dosages in patients with severe renal or hepatic impairment, Addison’s disease, hypothyroidism, prostatic hypertrophy, or urethral stricture, elderly, CNS depression, toxic psychosis, acute alcoholism and delirium tremens, may aggravate or induce seizures.",0
315958,43685-7,(5.9) Impaired mental/physical abilities: Caution must be used with potentially hazardous activities.,0
318554,43685-7,"Risk of bleeding: PRADAXA can cause serious and, sometimes, fatal bleeding.",0
318555,43685-7,Promptly evaluate signs and symptoms of blood loss.,0
318556,43685-7,(5.1) Temporary discontinuation: Avoid lapses in therapy to minimize risk of stroke (5.2) P-gp inducers and inhibitors: Avoid coadministration of rifampin with PRADAXA because of effects on dabigatran exposure (5.3),0
319135,43685-7,"Symptomatic hypotension is possible, particularly in patients with severe aortic stenosis.",0
319136,43685-7,"However, because of the gradual onset of action, acute hypotension is unlikely.",0
319137,43685-7,"(5.1) Worsening angina and acute myocardial infarction can develop after starting or increasing the dose of NORVASC, particularly in patients with severe obstructive coronary artery disease.",0
319138,43685-7,(5.2) Titrate slowly when administering calcium channel blockers to patients with severe hepatic impairment.,0
322472,43685-7,"If medication accidentally gets in the eyes, wash thoroughly with water and contact a physician immediately.",0
322473,43685-7,Keep out of the reach of children.,0
323027,43685-7,"If irritation occurs or if the disease worsens, discontinue use of the medication, and contact the health care provider.",0
323028,43685-7,The safety and efficacy of VUSION have not been evaluated in incontinent adult patients.,0
323029,43685-7,"VUSION should not be used to prevent the occurrence of diaper dermatitis, such as in an adult institutional setting, since preventative use may result in the development of drug resistance.",0
323576,43685-7,(5.1) Development of glaucoma or cataracts.,0
323578,43685-7,"(5.2) Potential worsening of existing tuberculosis; fungal, bacterial, viral, or parasitic infections; or ocular herpes simplex.",0
323581,43685-7,(5.4) Hypercorticism and adrenal suppression with higher than recommended dosages or at the regular dosage in susceptible individuals.,0
323582,43685-7,"If such changes occur, discontinue NASONEX Nasal Spray slowly.",0
323584,43685-7,Monitor growth routinely in pediatric patients receiving NASONEX Nasal Spray.,0
323585,43685-7,"(5.6, 8.4)",0
327479,43685-7,ACE inhibitor use has been associated with the following:,0
327480,43685-7,"Angioedema, with increased risk in patients with a prior history (5.1) Hypotension and hyperkalemia (5.5, 5.8) Renal impairment: monitor renal function during therapy (5.3) Increased risk of renal impairment when combined with another blocker of the renin-angiotensin-aldosterone system (5.7) Rare cholestatic jaundice and hepatic failure (5.2) Rare neutropenia and agranulocytosis (5.4)",0
334985,43685-7,Fenofibrate can increase serum transaminases.,0
334986,43685-7,Liver tests should be periodically monitored.,0
334987,43685-7,"(5.1) Fenofibrate increases cholesterol excretion into the bile, leading to risk of cholelithiasis.",0
334988,43685-7,"If cholelithiasis is suspected, gallbladder studies are indicated.",0
334989,43685-7,(5.2) Exercise caution in concomitant treatment with coumarin anticoagulants.,0
334990,43685-7,Reduce the dosage of coumarin to maintain the prothrombin time/INR at the desired level to prevent bleeding complications.,0
334991,43685-7,(5.3) Myopathy and rhabdomyolysis have been reported in patients taking fenofibrate.,0
334992,43685-7,"The risk for serious muscle toxicity appears to be increased in elderly patients and in patients with diabetes, renal failure, or hypothyroidism.",0
334993,43685-7,(5.4) Fenofibrate reversibly increases serum creatinine levels.,0
336211,43685-7,"Must be swallowed whole (5.1) May cause somnolence, dizziness, alterations in judgment and alterations in levels of consciousness, including coma.",0
336212,43685-7,"(5.2) Additive CNS effects are expected when used with alcohol, other opioids, or illicit drugs.",0
336213,43685-7,"(5.1, 5.3, 7.3) Use with caution in patients who are receiving other CNS depressants.",0
336214,43685-7,"(5.1, 5.3, 7.3) May cause respiratory depression, use with extreme caution in patients at risk of respiratory depression, elderly and debilitated patients (5.4) May aggravate convulsions in patients with convulsive disorders, and may induce or aggravate seizures in some clinical settings.",0
336215,43685-7,"(5.5) May worsen increased intracranial pressure and obscure its signs, such as level of consciousness or pupillary signs.",0
336216,43685-7,"(5.6) May cause hypotension, use with caution in patients at increased risk of hypotension and in patients in circulatory shock.",0
336217,43685-7,(5.7) Concomitant use of CYP3A4 inhibitors may increase opioid effects (5.8) Mixed agonist/antagonist analgesics may precipitate withdrawal symptoms.,0
336218,43685-7,"(5.9) Use with caution in patients with biliary tract disease, including acute pancreatitis.",0
336219,43685-7,(5.10) Use with caution in patients at risk for ileus.,0
336220,43685-7,Monitor for decreased bowel motility in postoperative patients.,0
336221,43685-7,(5.10) Tolerance may develop.,0
336222,43685-7,"(5.11) Use with caution in alcoholism; adrenocortical insufficiency; hypothyroidism; prostatic hypertrophy or urethral stricture; severe impairment of hepatic, pulmonary or renal function; and toxic psychosis.",0
336223,43685-7,(5.12) May impair the mental and physical abilities needed to perform potentially hazardous activities such as driving a car or operating machinery.,0
336224,43685-7,(5.13) No approved use in the treatment of addiction.,0
336225,43685-7,"(5.14) Not every urine drug test for ""opioids"" or ""opiates"" detects oxycodone reliably.",0
336226,43685-7,(5.15),0
339035,43685-7,"Hepatotoxicity; monitor liver function tests (5.1) Teratogenic effects; weigh Depakote ER benefits of use during pregnancy against risk to the fetus (5.2) Pancreatitis; Depakote ER should ordinarily be discontinued (5.3) Suicidal behavior or ideation; Antiepileptic drugs, including Depakote ER, increase the risk of suicidal thoughts or behavior (5.5) Thrombocytopenia; monitor platelet counts and coagulation tests (5.6) Hyperammonemia and hyperammonemic encephalopathy; measure ammonia level if unexplained lethargy and vomiting or changes in mental status, and also with concomitant topiramate use; consider discontinuation of valproate therapy (5.4, 5.7, 5.8) Hypothermia; Hypothermia has been reported during valproate therapy with or without associated hyperammonemia.",0
339036,43685-7,This adverse reaction can also occur in patients using concomitant topiramate (5.9) Multi-organ hypersensitivity reaction; discontinue Depakote ER (5.10) Somnolence in the elderly can occur.,0
339037,43685-7,Depakote ER dosage should be increased slowly and with regular monitoring for fluid and nutritional intake (5.12),0
339810,43685-7,"Patients with known CV disease/risk factors may be at greater risk (5.1, 14.6, 17.2).",0
339813,43685-7,"CELEBREX should be used with caution in these patients (5.4, 8.5, 14.6, 17.3).",0
342125,43685-7,"Dispense in a well-closed, tight light-resistant container as defined in the USP using a child-resistant closure.",0
342979,43685-7,"(5.1) Worsening angina and acute myocardial infarction can develop after starting or increasing the dose of amlodipine besylate tablets, particularly in patients with severe obstructive coronary artery disease.",0
345376,43685-7,Lamotrigine should be discontinued if alternate etiology for hypersensitivity signs is not found.,0
345382,43685-7,(5.6) Aseptic meningitis reported in pediatric and adult patients.,0
345383,43685-7,(5.7) Medication errors involving lamotrigine have occurred.,0
345384,43685-7,In particular the name lamotrigine can be confused with names of other commonly used medications.,0
345385,43685-7,"Medication errors may also occur between the different formulations of lamotrigine (3.4, 5.8, 16, 17.9)",0
346794,43685-7,Patients with known CV disease/risk factors may be at greater risk.,0
346795,43685-7,(5.1) Serious gastrointestinal (GI) adverse events which can be fatal.,0
346796,43685-7,"The risk is greater in patients with a prior history of ulcer disease or GI bleeding, and in patients at higher risk for GI events, especially the elderly.",0
346797,43685-7,"(5.2) Elevated liver enzymes, and rarely, severe hepatic reactions.",0
346798,43685-7,Discontinue use immediately if abnormal liver enzymes persist or worsen.,0
346799,43685-7,(5.3) New onset or worsening of hypertension.,0
346800,43685-7,Blood pressure should be monitored closely during treatment.,0
346801,43685-7,(5.4) Fluid retention and edema.,0
346802,43685-7,Should be used with caution in patients with fluid retention or heart failure.,0
346803,43685-7,(5.5) Renal papillary necrosis and other renal injury with long-term use.,0
346804,43685-7,"Use with caution in the elderly, those with impaired renal function, heart failure, liver dysfunction, and those taking diuretics, ACE-inhibitors, or angiotensin II antagonists.",0
346805,43685-7,The use of meloxicam tablets in patients with severe renal impairment is not recommended.,0
346806,43685-7,"(5.6) Serious skin adverse events such as exfoliative dermatitis, Stevens-Johnson syndrome (SJS), and toxic epidermal necrolysis (TEN), which can be fatal and can occur without warning.",0
346807,43685-7,Discontinue meloxicam tablets at first appearance of rash or skin reactions.,0
349692,43685-7,Special Risk Patients:,0
349693,43685-7,"As with any narcotic analgesic agent, hydrocodone bitartrate and acetaminophen tablets should be used with caution in elderly or debilitated patients, and those with severe impairment of hepatic or renal function, hypothyroidism, Addison's disease, prostatic hypertrophy or urethral stricture.",0
349694,43685-7,The usual precautions should be observed and the possibility of respiratory depression should be kept in mind.,0
349695,43685-7,Cough Reflex:,0
349696,43685-7,"Hydrocodone suppresses the cough reflex; as with all narcotics, caution should be exercised when hydrocodone bitartrate and acetaminophen tablets are used postoperatively and in patients with pulmonary disease.",0
349697,43685-7,Hydrocodone Bitartrate and Acetaminophen Tablets 7.5 mg/500 mg contain FD and C Yellow No.,0
349698,43685-7,5 (tartrazine) which may cause allergic-type reactions (including bronchial asthma) in certain susceptible persons.,0
349699,43685-7,Although the overall incidence of FD and C Yellow No.,0
349700,43685-7,"5 (tartrazine) sensitivity in the general population is low, it is frequently seen in patients who also have aspirin hypersensitivity.",0
352533,43685-7,(5.3) Almost all meaningful elevations in transaminases were detected before patients became symptomatic.,0
353419,43685-7,5.1 Skeletal Muscle Effects,0
353420,43685-7,"Cases of myopathy and rhabdomyolysis with acute renal failure secondary to myoglobinuria have been reported with HMG-CoA reductase inhibitors, including CRESTOR.",0
353421,43685-7,"These risks can occur at any dose level, but are increased at the highest dose (40 mg).",0
353422,43685-7,"CRESTOR should be prescribed with caution in patients with predisposing factors for myopathy (e.g., age ≥ 65 years, inadequately treated hypothyroidism, renal impairment).",0
353423,43685-7,"The risk of myopathy during treatment with CRESTOR may be increased with concurrent administration of some other lipid-lowering therapies (fibrates or niacin), gemfibrozil, cyclosporine, orlopinavir/ritonavir.",0
353424,43685-7,[see Dosage and Administration (2) and Drug Interactions (7)].,0
353425,43685-7,CRESTOR therapy should be discontinued if markedly elevated creatinine kinase levels occur or myopathy is diagnosed or suspected.,0
353426,43685-7,"CRESTOR therapy should also be temporarily withheld in any patient with an acute, serious condition suggestive of myopathy or predisposing to the development of renal failure secondary to rhabdomyolysis (e.g., sepsis, hypotension, dehydration, major surgery, trauma, severe metabolic, endocrine, and electrolyte disorders, or uncontrolled seizures).",0
353427,43685-7,"All patients should be advised to promptly report unexplained muscle pain, tenderness, or weakness, particularly if accompanied by malaise or fever.",0
353428,43685-7,5.2 Liver Enzyme Abnormalities and Monitoring,0
353429,43685-7,"It is recommended that liver enzyme tests be performed before and at 12 weeks following both the initiation of therapy and any elevation of dose, and periodically (e.g., semiannually) thereafter.",0
353430,43685-7,"Increases in serum transaminases [AST (SGOT) or ALT (SGPT)] have been reported with HMG-CoA reductase inhibitors, including CRESTOR.",0
353431,43685-7,"In most cases, the elevations were transient and resolved or improved on continued therapy or after a brief interruption in therapy.",0
353432,43685-7,"There were two cases of jaundice, for which a relationship to CRESTOR therapy could not be determined, which resolved after discontinuation of therapy.",0
353433,43685-7,There were no cases of liver failure or irreversible liver disease in these trials.,0
353434,43685-7,"In a pooled analysis of placebo-controlled trials, increases in serum transaminases to >3 times the upper limit of normal occurred in 1.1% of patients taking CRESTOR versus 0.5% of patients treated with placebo.",0
353435,43685-7,Patients who develop increased transaminase levels should be monitored until the abnormalities have resolved.,0
353436,43685-7,"Should an increase in ALT or AST of >3 times ULN persist, reduction of dose or withdrawal of CRESTOR is recommended.",0
353437,43685-7,CRESTOR should be used with caution in patients who consume substantial quantities of alcohol and/or have a history of chronic liver disease [see Clinical Pharmacology (12.3)].,0
353438,43685-7,"Active liver disease, which may include unexplained persistent transaminase elevations, is a contraindication to the use of CRESTOR.",0
353439,43685-7,[see Contraindications (4)],0
353440,43685-7,5.3 Concomitant Coumarin Anticoagulants,0
353441,43685-7,Caution should be exercised when anticoagulants are given in conjunction with CRESTOR because of its potentiation of the effect of coumarin-type anti-coagulants in prolonging the prothrombin time/INR.,0
353442,43685-7,"In patients taking coumarin anticoagulants and CRESTOR concomitantly, INR should be determined before starting CRESTOR and frequently enough during early therapy to ensure that no significant alteration of INR occurs.",0
353443,43685-7,[see Drug Interactions (7.4)],0
353444,43685-7,5.4 Proteinuria and Hematuria,0
353445,43685-7,"In the CRESTOR clinical trial program, dipstick-positive proteinuria and microscopic hematuria were observed among CRESTOR treated patients.",0
353446,43685-7,"These findings were more frequent in patients taking CRESTOR 40 mg, when compared to lower doses of CRESTOR or comparator HMG-CoA reductase inhibitors, though it was generally transient and was not associated with worsening renal function.",0
353447,43685-7,"Although the clinical significance of this finding is unknown, a dose reduction should be considered for patients on CRESTOR therapy with unexplained persistent proteinuria and/or hematuria during routine urinalysis testing.",0
353448,43685-7,5.5 Endocrine Effects,0
353449,43685-7,"Although clinical studies have shown that CRESTOR alone does not reduce basal plasma cortisol concentration or impair adrenal reserve, caution should be exercised if CRESTOR is administered concomitantly with drugs that may decrease the levels or activity of endogenous steroid hormones such as ketoconazole, spironolactone, and cimetidine.",0
356243,43685-7,ZETIA is not recommended in patients with moderate or severe hepatic impairment.,0
356244,43685-7,"(5.4, 8.6, 12.3) Liver enzyme abnormalities and monitoring: Persistent elevations in hepatic transaminase can occur when ZETIA is added to a statin.",0
356245,43685-7,"Therefore, when ZETIA is added to statin therapy, monitor hepatic transaminase levels before and during treatment according to the recommendations for the individual statin used.",0
356246,43685-7,"(5.2) Skeletal muscle effects (e.g., myopathy and rhabdomyolysis): Cases of myopathy and rhabdomyolysis have been reported in patients treated with ZETIA co-administered with a statin and with ZETIA administered alone.",0
356248,43685-7,"(5.3, 6.2)",0
357211,43685-7,Angioedema (e.g.,0
357212,43685-7,"swelling of the throat, head and neck) can occur, and may be associated with life-threatening respiratory compromise requiring emergency treatment.",0
357213,43685-7,Discontinue LYRICA immediately in these cases.,0
357214,43685-7,(5.1) Hypersensitivity reactions (e.g.,0
357215,43685-7,"hives, dyspnea, and wheezing) can occur.",0
357216,43685-7,Discontinue LYRICA immediately in these patients.,0
357217,43685-7,(5.2) Increased seizure frequency may occur in patients with seizure disorders if LYRICA is rapidly discontinued.,0
357218,43685-7,Withdraw LYRICA gradually over a minimum of 1 week.,0
357219,43685-7,"(5.3) Antiepileptic drugs, including LYRICA, increase the risk of suicidal thoughts or behavior.",0
357220,43685-7,(5.4) LYRICA may cause peripheral edema.,0
357221,43685-7,Exercise caution when co-administering LYRICA and thiazolidinedione antidiabetic agents.,0
357222,43685-7,(5.5) LYRICA may cause dizziness and somnolence and impair patients' ability to drive or operate machinery.,0
358088,43685-7,Risk of tendinitis and tendon rupture is increased.,0
358089,43685-7,"This risk is further increased in older patients usually over 60 years of age, in patients taking corticosteroids, and in patients with kidney, heart or lung transplants.",0
358090,43685-7,"Discontinue if pain or inflammation in a tendon occurs (5.1, 8.5) Anaphylactic reactions and allergic skin reactions, serious, occasionally fatal, may occur after first dose (4, 5.2) Hematologic (including agranulocytosis, thrombocytopenia), and renal toxicities may occur after multiple doses (5.3) Hepatotoxicity: Severe, and sometimes fatal, hepatoxicity has been reported.",0
358091,43685-7,"Discontinue immediately if signs and symptoms of hepatitis occur (5.4) Central nervous system effects, including convulsions, anxiety, confusion, depression, and insomnia may occur after the first dose.",0
358092,43685-7,Use with caution in patients with known or suspected disorders that may predispose them to seizures or lower the seizure threshold (5.5) Clostridium difficile-associated colitis: evaluate if diarrhea occurs (5.6) Peripheral neuropathy: discontinue if symptoms occur in order to prevent irreversibility (5.7) Prolongation of the QT interval and isolated cases of torsade de pointes have been reported.,0
358093,43685-7,"Avoid use in patients with known prolongation, those with hypokalemia, and with other drugs that prolong the QT interval (5.8, 8.5)",0
362372,43685-7,Hypomagnesemia has been reported rarely with prolonged treatment with PPIs (5.7),0
367415,43685-7,"Hepatotoxicity; monitor liver function tests (5.1) Teratogenic effects; weigh divalproex sodium extended-release tablets benefits of use during pregnancy against risk to the fetus (5.2) Pancreatitis; divalproex sodium extended-release tablets should ordinarily be discontinued (5.3) Suicidal behavior ideation; Antiepileptic drugs, including divalproex sodium extended-release tablets, increase the risk of suicidal thoughts or behavior (5.5) Thrombocytopenia; monitor platelet counts and coagulation tests (5.6) Hyperammonemia and hyperammonemic encephalopathy; measure ammonia level if unexplained lethargy and vomiting or changes in mental status, and also with concomitant topiramate use; consider discontinuation of valproate therapy (5.4, 5.7, 5.8) Hypothermia; Hypothermia has been reported during valproate therapy with or without associated hyperammonemia.",0
372595,43685-7,Vascular risks: Stop Seasonique if a thrombotic event occurs.,0
372596,43685-7,Stop Seasonique at least 4 weeks before and through 2 weeks after major surgery.,0
372597,43685-7,"Start Seasonique no earlier than 4 weeks after delivery, in women who are not breastfeeding.",0
372598,43685-7,(5.1) Liver disease: Discontinue Seasonique if jaundice occurs.,0
372599,43685-7,(5.3) High blood pressure: Do not prescribe Seasonique for women with uncontrolled hypertension or hypertension with vascular disease.,0
372600,43685-7,(5.4) Carbohydrate and lipid metabolic effects: Monitor prediabetic and diabetic women taking Seasonique.,0
372601,43685-7,Consider an alternate contraceptive method for women with uncontrolled dyslipidemias.,0
372602,43685-7,(5.6) Headache: Evaluate significant change in headaches and discontinue Seasonique if indicated.,0
372603,43685-7,(5.7) Uterine bleeding: Evaluate irregular bleeding or amenorrhea.,0
373131,43685-7,"As with other psychotropic medications, the usual precautions with respect to administration of the drug and size of the prescription are indicated for severely depressed patients or those in whom there is reason to expect concealed suicidal ideation or plans.",0
373132,43685-7,Panic disorder has been associated with primary and secondary major depressive disorders and increased reports of suicide among untreated patients.,0
373133,43685-7,Episodes of hypomania and mania have been reported in association with the use of alprazolam in patients with depression.,0
373134,43685-7,Alprazolam has a weak uricosuric effect.,0
373135,43685-7,"Although other medications with weak uricosuric effect have been reported to cause acute renal failure, there have been no reported instances of acute renal failure attributable to therapy with alprazolam.",0
373136,43685-7,It is recommended that the dosage be limited to the smallest effective dose to preclude the development of ataxia or oversedation which may be a particular problem in elderly or debilitated patients.,0
373137,43685-7,(See DOSAGE AND ADMINISTRATION .),0
373138,43685-7,"The usual precautions in treating patients with impaired renal, hepatic or pulmonary function should be observed.",0
373139,43685-7,There have been rare reports of death in patients with severe pulmonary disease shortly after the initiation of treatment with alprazolam.,0
373140,43685-7,"A decreased systemic alprazolam elimination rate (eg, increased plasma half-life) has been observed in both alcoholic liver disease patients and obese patients receiving alprazolam (see CLINICAL PHARMACOLOGY ).",0
373657,43685-7,Decreases in bone mineral density may occur.,0
373658,43685-7,Consider bone mineral density monitoring (5.1) Increases in total cholesterol may occur.,0
373660,43685-7,"(5.2) Fatigue, dizziness and somnolence may occur.",0
373661,43685-7,Exercise caution when operating machinery (5.4),0
374825,43685-7,Donepezil hydrochloride tablets can cause vomiting.,0
374827,43685-7,"Patients should be monitored closely for symptoms of active or occult gastrointestinal (GI) bleeding, especially those at increased risk for developing ulcers (5.4).",0
378498,43685-7,"Dosing interruption may be required (2, 5.1, 6) Severe local inflammatory reactions of the female external genitalia can lead to severe vulvar swelling.",0
378499,43685-7,Severe vulvar swelling can lead to urinary retention; dosing should be interrupted or discontinued.,0
378500,43685-7,"Flu-like systemic signs and symptoms including malaise, fever, nausea, myalgias and rigors may occur.",0
379148,43685-7,Lactic acidosis: Warn against excessive alcohol intake.,0
379149,43685-7,GLUMETZA is not recommended in hepatic impairment and is contraindicated in renal impairment.,0
379150,43685-7,Ensure normal renal function before initiating and at least annually thereafter.,0
379151,43685-7,(5.1) Temporarily discontinue in patients undergoing radiologic studies with intravascular administration of iodinated contrast materials or any surgical procedures necessitating restricted intake of food and fluids.,0
379152,43685-7,(5.2) Vitamin B12 deficiency: Metformin may lower vitamin B12 levels.,0
379153,43685-7,Monitor hematologic parameters annually.,0
379154,43685-7,(5.6) Macrovascular outcomes: No conclusive evidence of macrovascular risk reduction with GLUMETZA or any other antidiabetic drug.,0
381261,43685-7,"(5.5) Immunosuppression: Potential worsening of infections (e.g., existing tuberculosis, fungal, bacterial, viral, or parasitic infection; ocular herpes simplex).",0
383460,43685-7,Topical Ophthalmic Use Only.,0
383462,43685-7,Growth of Resistant Organisms with Prolonged Use.,0
383464,43685-7,Avoidance of Contact Lenses.,0
383465,43685-7,Patients should not wear contact lenses if they have signs or symptoms of bacterial conjunctivitis or during the course of therapy with Besivance™ (5.3),0
383603,43685-7,Single use only.,0
383604,43685-7,Do not reuse.,0
383605,43685-7,Discard after one use.,0
383607,43685-7,Restricted to use by or on the order of a licensed Physician.,0
383608,43685-7,Keep cap tightly sealed and product from light.,0
384017,43685-7,"The use of SOLODYN during tooth development (last half of pregnancy, infancy, and childhood up to the age of 8 years) may cause permanent discoloration of the teeth (yellow-gray-brown).",0
384018,43685-7,"(5.1) If pseudomembranous colitis occurs, discontinue SOLODYN.",0
384019,43685-7,"(5.2) If liver injury is suspected, discontinue SOLODYN.",0
384020,43685-7,"(5.3) If renal impairment exists, SOLODYN doses may need to be adjusted to avoid excessive systemic accumulations of the drug and possible liver toxicity.",0
384021,43685-7,"(5.4) Minocycline may cause central nervous system side effects including light-headedness, dizziness, or vertigo.",0
384022,43685-7,Advise patients.,0
384023,43685-7,(5.5) Minocycline may cause pseudotumor cerebri (benign intracranial hypertension) in adults and adolescents.,0
384024,43685-7,Discontinue SOLODYN if symptoms occur.,0
384025,43685-7,(5.6) Minocycline has been associated with autoimmune syndromes; discontinue SOLODYN immediately if symptoms occur.,0
384026,43685-7,"(5.7) Minocycline has been associated with anaphylaxis, serious skin reactions, erythema multiforme, and DRESS syndrome.",0
384027,43685-7,Discontinue SOLODYN immediately if symptoms occur.,0
384945,43685-7,"(5.1) Hepatotoxicity: Hepatic failure, sometimes fatal, has been reported in patients treated with Cymbalta.",0
384947,43685-7,Cymbalta should not be prescribed to patients with substantial alcohol use or evidence of chronic liver disease.,0
384948,43685-7,(5.2) Orthostatic Hypotension and Syncope: Cases have been reported with duloxetine therapy.,0
384949,43685-7,"(5.3) Serotonin Syndrome, or Neuroleptic Malignant Syndrome (NMS)-like reactions: Serotonin syndrome or NMS-like reactions have been reported with SSRIs and SNRIs.",0
384950,43685-7,Discontinue Cymbalta and initiate supportive treatment.,0
384951,43685-7,"(5.4, 7.14) Abnormal Bleeding: Cymbalta may increase the risk of bleeding events.",0
384953,43685-7,"(5.5, 7.4) Discontinuation: May result in symptoms, including dizziness, nausea, headache, paresthesia, fatigue, vomiting, irritability, insomnia, diarrhea, anxiety, and hyperhidrosis.",0
384954,43685-7,(5.6) Activation of mania or hypomania has occurred.,0
384955,43685-7,(5.7) Seizures: Prescribe with care in patients with a history of seizure disorder.,0
384956,43685-7,(5.8) Blood Pressure: Monitor blood pressure prior to initiating treatment and periodically throughout treatment.,0
384957,43685-7,(5.9) Inhibitors of CYP1A2 or Thioridazine: Should not administer with Cymbalta.,0
384958,43685-7,(5.10) Hyponatremia: Cases of hyponatremia have been reported.,0
384959,43685-7,(5.11) Hepatic Insufficiency and Severe Renal Impairment: Should ordinarily not be administered to these patients.,0
384960,43685-7,(5.12) Controlled Narrow-Angle Glaucoma: Use cautiously in these patients.,0
384961,43685-7,"(5.12) Glucose Control in Diabetes: In diabetic peripheral neuropathic pain patients, small increases in fasting blood glucose, HbA1c, and total cholesterol have been observed.",0
384962,43685-7,(5.12) Conditions that Slow Gastric Emptying: Use cautiously in these patients.,0
384963,43685-7,(5.12) Urinary Hesitation and Retention.,0
385777,43685-7,"SPRIX should not be used concomitantly with IM/IV or oral ketorolac, aspirin, or other NSAIDs.",0
385778,43685-7,"(5.1) Ketorolac can cause serious GI adverse events including bleeding, ulceration, and perforation.",0
385779,43685-7,SPRIX should be prescribed with caution in patients with a prior history of ulcer disease or GI bleeding.,0
385780,43685-7,Elderly patients are at greater risk for serious GI events.,0
385781,43685-7,"(4, 5.2) NSAIDs affect platelet aggregation and may cause bleeding complications.",0
385782,43685-7,SPRIX should be used with caution in patients who have coagulation disorders or are on therapy that affects hemostasis.,0
385783,43685-7,Do not use SPRIX in patients for whom hemostasis is critical.,0
385784,43685-7,"(4, 5.3) Ketorolac can cause renal injury.",0
385785,43685-7,"SPRIX should not be used in patients with advanced renal disease or patients at risk for renal failure due to volume depletion, and should be used with caution in patients taking diuretics or ACE inhibitors.",0
385786,43685-7,"(4, 5.4, 12.4) Anaphylactoid reactions may occur in patients with or without a history of allergic reactions to aspirin or NSAIDs.",0
385787,43685-7,SPRIX should be discontinued immediately in patients with allergic reactions.,0
385788,43685-7,"(4, 5.5, 5.7, 5.11) Serious and potentially fatal cardiovascular thrombotic events, myocardial infarction, and stroke can occur with NSAID treatment.",0
385789,43685-7,(5.6) Fluid retention and edema have been observed in patients taking NSAIDs.,0
385790,43685-7,SPRIX should be used with caution in patients with cardiac decompensation or similar conditions.,0
385791,43685-7,"(5.4, 5.6) NSAIDs can cause serious dermatologic adverse reactions such as exfoliative dermatitis, Stevens-Johnson syndrome, and toxic epidermal necrolysis, which can be fatal.",0
385792,43685-7,SPRIX should be discontinued immediately in patients with skin reactions.,0
385793,43685-7,"(4, 5.7) During pregnancy, use of SPRIX beyond 30 weeks gestation can cause premature closure of the ductus arteriosus, resulting in fetal harm.",0
386325,43685-7,Avoid fetal or neonatal exposure (5.1) Observe for signs and symptoms of hypotension (5.2) Use with caution in patients with impaired hepatic (5.3) or renal (5.4) function,0
386981,43685-7,"Discontinue if pain or inflammation in a tendon occurs (5.1, 8.5) May exacerbate muscle weakness in persons with myasthenia gravis.",0
386982,43685-7,Avoid use in patients with a known history of myasthenia gravis (5.2).,0
386983,43685-7,"Anaphylactic reactions and allergic skin reactions, serious, occasionally fatal, may occur after first dose (4,5.3) Hematologic (including agranulocytosis, thrombocytopenia), and renal toxicities may occur after multiple doses (5.4) Hepatotoxicity: Severe, and sometimes fatal, hepatoxicity has been reported.",0
